role,industry,company_size,lead_source,seniority,growth_rate,lead_score,timing_segment,day_of_week,send_hour,timezone_region,email_replied
CTO,Ecommerce,medium,Inbound,executive,0.661,0.513,CTO|Inbound|Asia,Saturday,23,Asia,0
VP Sales,Healthcare,large,LinkedIn,senior,0.222,0.296,VP Sales|LinkedIn|US,Saturday,14,US,0
HR Director,AI,small,Conference,executive,0.616,0.383,HR Director|Conference|Asia,Monday,21,Asia,0
HR Director,Healthcare,large,Inbound,senior,0.291,0.3,HR Director|Inbound|Asia,Thursday,9,Asia,0
CTO,AI,enterprise,Inbound,senior,0.312,0.387,CTO|Inbound|Europe,Monday,5,Europe,0
VP Sales,SaaS,medium,Conference,mid,0.17,0.257,VP Sales|Conference|Asia,Saturday,11,Asia,0
Founder,SaaS,enterprise,ColdList,executive,0.093,0.295,Founder|ColdList|Europe,Saturday,1,Europe,0
VP Sales,SaaS,large,Inbound,senior,0.682,0.453,VP Sales|Inbound|US,Wednesday,9,US,1
Marketing Manager,Healthcare,enterprise,Conference,senior,0.121,0.25,Marketing Manager|Conference|Asia,Wednesday,13,Asia,1
CEO,SaaS,enterprise,Referral,mid,0.758,0.499,CEO|Referral|US,Wednesday,7,US,1
HR Director,AI,enterprise,Inbound,executive,0.404,0.338,HR Director|Inbound|US,Monday,14,US,1
VP Sales,Healthcare,enterprise,Conference,junior,0.936,0.471,VP Sales|Conference|Asia,Friday,20,Asia,0
CEO,Healthcare,small,LinkedIn,executive,0.513,0.472,CEO|LinkedIn|Europe,Thursday,11,Europe,1
Marketing Manager,Healthcare,large,LinkedIn,senior,0.064,0.242,Marketing Manager|LinkedIn|US,Saturday,8,US,0
VP Sales,Ecommerce,large,Inbound,mid,0.318,0.32,VP Sales|Inbound|US,Sunday,12,US,0
HR Director,Fintech,small,Inbound,executive,0.106,0.331,HR Director|Inbound|Asia,Saturday,6,Asia,0
HR Director,Ecommerce,medium,Conference,junior,0.566,0.363,HR Director|Conference|Asia,Friday,18,Asia,0
Founder,Ecommerce,enterprise,Inbound,mid,0.096,0.305,Founder|Inbound|US,Wednesday,0,US,0
Marketing Manager,Healthcare,enterprise,LinkedIn,junior,0.511,0.298,Marketing Manager|LinkedIn|Asia,Friday,13,Asia,0
CEO,Healthcare,medium,ColdList,junior,0.334,0.282,CEO|ColdList|Asia,Saturday,16,Asia,0
VP Sales,Healthcare,large,LinkedIn,executive,0.948,0.532,VP Sales|LinkedIn|US,Tuesday,2,US,0
Marketing Manager,Ecommerce,medium,LinkedIn,mid,0.326,0.285,Marketing Manager|LinkedIn|Europe,Saturday,23,Europe,0
Marketing Manager,AI,medium,Conference,executive,0.659,0.455,Marketing Manager|Conference|Asia,Monday,2,Asia,0
VP Sales,AI,small,Conference,mid,0.596,0.375,VP Sales|Conference|Europe,Thursday,5,Europe,0
CEO,Healthcare,medium,Inbound,junior,0.868,0.492,CEO|Inbound|US,Tuesday,9,US,1
Marketing Manager,Healthcare,small,Conference,senior,0.992,0.483,Marketing Manager|Conference|Asia,Thursday,20,Asia,0
Marketing Manager,Healthcare,large,ColdList,senior,0.539,0.308,Marketing Manager|ColdList|Europe,Monday,16,Europe,0
CTO,Fintech,large,ColdList,executive,0.958,0.503,CTO|ColdList|Europe,Wednesday,1,Europe,0
CEO,AI,enterprise,ColdList,junior,0.545,0.358,CEO|ColdList|Europe,Saturday,13,Europe,0
HR Director,Fintech,enterprise,ColdList,senior,0.479,0.279,HR Director|ColdList|US,Thursday,2,US,0
HR Director,Ecommerce,medium,ColdList,junior,0.026,0.166,HR Director|ColdList|US,Wednesday,14,US,0
VP Sales,Healthcare,enterprise,ColdList,executive,0.764,0.489,VP Sales|ColdList|Europe,Saturday,1,Europe,0
Founder,Fintech,medium,Conference,executive,0.855,0.524,Founder|Conference|Europe,Thursday,14,Europe,0
HR Director,Ecommerce,large,Referral,executive,0.902,0.517,HR Director|Referral|Asia,Saturday,3,Asia,0
CEO,AI,small,Inbound,mid,0.335,0.362,CEO|Inbound|US,Sunday,16,US,0
VP Sales,Fintech,medium,LinkedIn,mid,0.08,0.254,VP Sales|LinkedIn|Europe,Monday,13,Europe,0
CTO,Ecommerce,large,Conference,executive,0.716,0.503,CTO|Conference|Europe,Saturday,19,Europe,0
Founder,Healthcare,large,Conference,executive,0.085,0.32,Founder|Conference|US,Wednesday,19,US,0
VP Sales,SaaS,small,Conference,mid,0.8,0.488,VP Sales|Conference|Asia,Saturday,22,Asia,0
HR Director,Fintech,medium,Conference,executive,0.392,0.387,HR Director|Conference|Asia,Sunday,13,Asia,0
Marketing Manager,Fintech,small,LinkedIn,mid,0.187,0.244,Marketing Manager|LinkedIn|US,Thursday,10,US,0
CEO,AI,small,LinkedIn,senior,0.755,0.521,CEO|LinkedIn|Europe,Monday,23,Europe,0
CEO,Fintech,large,Referral,senior,0.6,0.468,CEO|Referral|US,Thursday,13,US,0
VP Sales,SaaS,small,Inbound,senior,0.787,0.494,VP Sales|Inbound|Asia,Saturday,21,Asia,0
Marketing Manager,AI,medium,Inbound,executive,0.543,0.438,Marketing Manager|Inbound|US,Thursday,2,US,0
VP Sales,Fintech,small,Referral,senior,0.3,0.443,VP Sales|Referral|US,Wednesday,12,US,0
CTO,AI,medium,Inbound,mid,0.684,0.468,CTO|Inbound|Asia,Wednesday,17,Asia,0
CEO,SaaS,medium,LinkedIn,junior,0.52,0.371,CEO|LinkedIn|US,Wednesday,18,US,1
CEO,AI,small,Conference,junior,0.215,0.331,CEO|Conference|US,Saturday,8,US,0
CEO,SaaS,medium,ColdList,mid,0.311,0.267,CEO|ColdList|Europe,Wednesday,20,Europe,0
VP Sales,Fintech,small,Conference,executive,0.606,0.505,VP Sales|Conference|Asia,Saturday,23,Asia,0
HR Director,Ecommerce,medium,LinkedIn,junior,0.816,0.44,HR Director|LinkedIn|Europe,Thursday,4,Europe,0
HR Director,AI,small,Conference,senior,0.985,0.491,HR Director|Conference|Asia,Saturday,15,Asia,0
Marketing Manager,SaaS,large,Inbound,executive,0.816,0.51,Marketing Manager|Inbound|Asia,Friday,13,Asia,1
VP Sales,Healthcare,medium,Conference,junior,0.276,0.303,VP Sales|Conference|Europe,Thursday,1,Europe,0
VP Sales,Ecommerce,enterprise,Referral,mid,0.442,0.391,VP Sales|Referral|Europe,Wednesday,22,Europe,0
CTO,Fintech,small,Inbound,mid,0.854,0.509,CTO|Inbound|US,Saturday,19,US,0
HR Director,Healthcare,small,LinkedIn,mid,0.171,0.25,HR Director|LinkedIn|Europe,Thursday,18,Europe,0
CEO,Healthcare,large,Referral,junior,0.699,0.489,CEO|Referral|Asia,Monday,7,Asia,0
VP Sales,AI,enterprise,ColdList,senior,0.738,0.42,VP Sales|ColdList|Asia,Monday,21,Asia,0
Marketing Manager,Ecommerce,enterprise,ColdList,mid,0.699,0.332,Marketing Manager|ColdList|Asia,Monday,6,Asia,0
VP Sales,Ecommerce,enterprise,LinkedIn,mid,0.47,0.354,VP Sales|LinkedIn|Europe,Wednesday,23,Europe,0
VP Sales,Healthcare,large,Referral,junior,0.58,0.435,VP Sales|Referral|Europe,Wednesday,23,Europe,0
CEO,Fintech,medium,Referral,senior,0.978,0.56,CEO|Referral|Europe,Wednesday,0,Europe,0
CEO,AI,small,Inbound,senior,0.838,0.546,CEO|Inbound|Asia,Wednesday,11,Asia,1
Founder,Fintech,enterprise,Conference,mid,0.145,0.256,Founder|Conference|Europe,Saturday,8,Europe,0
CEO,Ecommerce,small,Conference,junior,0.061,0.259,CEO|Conference|Europe,Tuesday,8,Europe,0
VP Sales,AI,small,Conference,mid,0.598,0.406,VP Sales|Conference|Asia,Sunday,12,Asia,0
HR Director,Fintech,medium,Referral,mid,0.724,0.437,HR Director|Referral|Europe,Friday,14,Europe,0
VP Sales,Ecommerce,medium,ColdList,junior,0.96,0.473,VP Sales|ColdList|Asia,Tuesday,17,Asia,0
VP Sales,AI,medium,Referral,mid,0.333,0.41,VP Sales|Referral|Asia,Thursday,20,Asia,0
Founder,Healthcare,medium,ColdList,mid,0.114,0.232,Founder|ColdList|US,Friday,16,US,0
Founder,Healthcare,small,Referral,mid,0.929,0.568,Founder|Referral|Asia,Tuesday,19,Asia,0
CEO,Fintech,enterprise,Conference,mid,0.535,0.365,CEO|Conference|Europe,Monday,14,Europe,0
Founder,Healthcare,enterprise,Referral,executive,0.075,0.34,Founder|Referral|US,Monday,19,US,0
VP Sales,Ecommerce,medium,Referral,junior,0.362,0.355,VP Sales|Referral|Europe,Saturday,15,Europe,0
CEO,Healthcare,small,LinkedIn,mid,0.242,0.306,CEO|LinkedIn|Asia,Wednesday,17,Asia,0
Founder,Ecommerce,large,Inbound,junior,0.614,0.408,Founder|Inbound|Europe,Sunday,13,Europe,0
VP Sales,Fintech,large,Conference,mid,0.264,0.318,VP Sales|Conference|Asia,Thursday,6,Asia,0
VP Sales,Ecommerce,large,LinkedIn,junior,0.465,0.354,VP Sales|LinkedIn|Asia,Friday,21,Asia,0
HR Director,AI,small,LinkedIn,executive,0.434,0.334,HR Director|LinkedIn|Asia,Saturday,22,Asia,0
Marketing Manager,SaaS,large,LinkedIn,senior,0.616,0.402,Marketing Manager|LinkedIn|Europe,Wednesday,16,Europe,0
Marketing Manager,AI,medium,ColdList,senior,0.235,0.251,Marketing Manager|ColdList|Asia,Thursday,9,Asia,1
VP Sales,Ecommerce,enterprise,Conference,mid,0.149,0.246,VP Sales|Conference|Europe,Tuesday,22,Europe,0
CTO,AI,medium,Referral,junior,0.01,0.29,CTO|Referral|US,Thursday,0,US,0
VP Sales,Healthcare,enterprise,Conference,mid,0.856,0.428,VP Sales|Conference|Europe,Saturday,1,Europe,0
VP Sales,Ecommerce,small,LinkedIn,executive,0.516,0.465,VP Sales|LinkedIn|US,Sunday,2,US,0
CTO,SaaS,small,Conference,junior,0.951,0.541,CTO|Conference|Europe,Wednesday,16,Europe,0
HR Director,Fintech,medium,ColdList,senior,0.319,0.246,HR Director|ColdList|US,Thursday,10,US,0
Founder,Ecommerce,large,ColdList,junior,0.19,0.253,Founder|ColdList|Asia,Sunday,18,Asia,0
Founder,Ecommerce,medium,Referral,junior,0.238,0.363,Founder|Referral|Europe,Monday,10,Europe,1
CTO,AI,enterprise,Inbound,senior,0.708,0.471,CTO|Inbound|US,Monday,13,US,0
CEO,Ecommerce,enterprise,ColdList,junior,0.705,0.353,CEO|ColdList|US,Friday,20,US,0
HR Director,Healthcare,medium,Inbound,mid,0.069,0.225,HR Director|Inbound|Asia,Wednesday,4,Asia,0
Founder,Ecommerce,enterprise,Referral,mid,0.007,0.255,Founder|Referral|Asia,Saturday,5,Asia,0
Marketing Manager,SaaS,large,Conference,junior,0.56,0.342,Marketing Manager|Conference|US,Tuesday,23,US,0
Marketing Manager,Ecommerce,large,Inbound,executive,0.326,0.365,Marketing Manager|Inbound|US,Friday,17,US,0
Founder,Fintech,enterprise,ColdList,senior,0.459,0.36,Founder|ColdList|Europe,Friday,5,Europe,0
Marketing Manager,AI,enterprise,ColdList,executive,0.037,0.178,Marketing Manager|ColdList|US,Thursday,12,US,0
CTO,AI,enterprise,LinkedIn,senior,0.272,0.287,CTO|LinkedIn|Europe,Thursday,3,Europe,0
HR Director,Fintech,large,LinkedIn,executive,0.395,0.378,HR Director|LinkedIn|Europe,Wednesday,12,Europe,0
CTO,AI,small,Inbound,senior,0.644,0.467,CTO|Inbound|Europe,Saturday,14,Europe,0
VP Sales,Ecommerce,medium,Inbound,junior,0.927,0.508,VP Sales|Inbound|Europe,Wednesday,15,Europe,0
Founder,SaaS,medium,ColdList,mid,0.083,0.267,Founder|ColdList|Asia,Sunday,18,Asia,0
Founder,SaaS,small,Referral,executive,0.423,0.434,Founder|Referral|Europe,Sunday,8,Europe,0
CEO,AI,medium,Referral,junior,0.101,0.282,CEO|Referral|Asia,Sunday,20,Asia,0
HR Director,Fintech,medium,Conference,executive,0.192,0.316,HR Director|Conference|US,Saturday,17,US,0
CTO,Ecommerce,medium,LinkedIn,senior,0.37,0.376,CTO|LinkedIn|Europe,Tuesday,7,Europe,1
Marketing Manager,Healthcare,medium,Referral,mid,0.515,0.398,Marketing Manager|Referral|US,Wednesday,20,US,0
Founder,Healthcare,enterprise,Inbound,junior,0.748,0.422,Founder|Inbound|US,Wednesday,17,US,0
Founder,AI,medium,Inbound,junior,0.328,0.395,Founder|Inbound|US,Sunday,11,US,0
HR Director,Ecommerce,large,Conference,junior,0.56,0.346,HR Director|Conference|Europe,Monday,15,Europe,0
Founder,SaaS,large,Inbound,junior,0.348,0.404,Founder|Inbound|US,Sunday,20,US,0
Founder,Ecommerce,large,ColdList,junior,0.454,0.371,Founder|ColdList|Europe,Monday,0,Europe,0
VP Sales,Healthcare,enterprise,Inbound,senior,0.29,0.348,VP Sales|Inbound|Asia,Sunday,10,Asia,0
VP Sales,Fintech,enterprise,Conference,executive,0.434,0.411,VP Sales|Conference|Europe,Friday,19,Europe,0
Marketing Manager,AI,medium,Referral,junior,0.835,0.458,Marketing Manager|Referral|Europe,Tuesday,5,Europe,0
Founder,SaaS,enterprise,LinkedIn,senior,0.385,0.336,Founder|LinkedIn|Asia,Tuesday,17,Asia,0
CTO,AI,medium,Referral,junior,0.658,0.44,CTO|Referral|US,Monday,20,US,0
CTO,SaaS,enterprise,LinkedIn,mid,0.485,0.34,CTO|LinkedIn|US,Wednesday,15,US,0
CEO,Healthcare,medium,Referral,mid,0.77,0.504,CEO|Referral|US,Sunday,23,US,0
VP Sales,Ecommerce,medium,Referral,senior,0.522,0.505,VP Sales|Referral|Asia,Wednesday,21,Asia,0
CEO,SaaS,medium,ColdList,executive,0.304,0.351,CEO|ColdList|Europe,Friday,14,Europe,0
Founder,Healthcare,medium,Inbound,executive,0.104,0.346,Founder|Inbound|Europe,Thursday,11,Europe,0
CTO,Healthcare,small,Inbound,mid,0.741,0.447,CTO|Inbound|Europe,Wednesday,4,Europe,0
Marketing Manager,AI,large,LinkedIn,mid,0.289,0.298,Marketing Manager|LinkedIn|Asia,Wednesday,4,Asia,0
CTO,SaaS,enterprise,LinkedIn,executive,0.048,0.284,CTO|LinkedIn|Asia,Sunday,20,Asia,0
Marketing Manager,AI,medium,Referral,executive,0.689,0.451,Marketing Manager|Referral|US,Wednesday,5,US,0
Marketing Manager,Healthcare,small,Conference,senior,0.994,0.463,Marketing Manager|Conference|US,Wednesday,15,US,0
Marketing Manager,SaaS,small,Referral,senior,0.072,0.241,Marketing Manager|Referral|US,Thursday,16,US,1
Marketing Manager,Healthcare,small,ColdList,senior,0.102,0.191,Marketing Manager|ColdList|US,Friday,11,US,0
Marketing Manager,Ecommerce,medium,Inbound,executive,0.857,0.546,Marketing Manager|Inbound|US,Thursday,17,US,0
VP Sales,SaaS,small,Inbound,senior,0.241,0.358,VP Sales|Inbound|US,Friday,16,US,0
VP Sales,Fintech,medium,LinkedIn,junior,0.456,0.403,VP Sales|LinkedIn|Asia,Monday,9,Asia,0
CEO,SaaS,small,Conference,junior,0.262,0.327,CEO|Conference|US,Saturday,23,US,0
Founder,Healthcare,medium,Referral,junior,0.029,0.277,Founder|Referral|Europe,Thursday,20,Europe,0
VP Sales,Fintech,medium,Referral,executive,0.222,0.377,VP Sales|Referral|Europe,Thursday,19,Europe,1
HR Director,Healthcare,small,ColdList,junior,0.26,0.209,HR Director|ColdList|US,Tuesday,11,US,0
HR Director,AI,large,Inbound,mid,0.052,0.261,HR Director|Inbound|US,Sunday,11,US,0
Marketing Manager,AI,small,Referral,senior,0.809,0.458,Marketing Manager|Referral|Europe,Friday,13,Europe,0
CTO,SaaS,enterprise,Referral,executive,0.255,0.369,CTO|Referral|Europe,Monday,22,Europe,0
VP Sales,AI,small,LinkedIn,junior,0.701,0.421,VP Sales|LinkedIn|Europe,Thursday,11,Europe,0
CEO,AI,large,Referral,executive,0.041,0.382,CEO|Referral|Asia,Thursday,4,Asia,0
CEO,Ecommerce,large,Referral,senior,0.851,0.561,CEO|Referral|US,Friday,19,US,0
Marketing Manager,AI,medium,Referral,senior,0.064,0.264,Marketing Manager|Referral|Europe,Thursday,8,Europe,0
VP Sales,AI,enterprise,ColdList,senior,0.102,0.28,VP Sales|ColdList|Asia,Friday,16,Asia,0
CEO,Ecommerce,medium,Conference,executive,0.408,0.391,CEO|Conference|US,Wednesday,14,US,1
CEO,SaaS,medium,Referral,executive,0.356,0.472,CEO|Referral|Asia,Tuesday,20,Asia,0
HR Director,Ecommerce,medium,ColdList,senior,0.676,0.352,HR Director|ColdList|Europe,Sunday,10,Europe,0
CEO,Ecommerce,enterprise,Inbound,mid,0.562,0.397,CEO|Inbound|US,Tuesday,11,US,1
CEO,AI,medium,ColdList,mid,0.964,0.456,CEO|ColdList|Europe,Wednesday,2,Europe,0
VP Sales,SaaS,enterprise,Inbound,mid,0.972,0.559,VP Sales|Inbound|US,Wednesday,15,US,0
CTO,SaaS,small,LinkedIn,junior,0.801,0.439,CTO|LinkedIn|US,Sunday,0,US,0
Founder,AI,large,LinkedIn,mid,0.097,0.268,Founder|LinkedIn|Asia,Sunday,13,Asia,0
Marketing Manager,AI,small,ColdList,mid,0.935,0.382,Marketing Manager|ColdList|Asia,Thursday,7,Asia,0
CTO,AI,large,ColdList,mid,0.908,0.427,CTO|ColdList|Asia,Monday,10,Asia,0
VP Sales,Healthcare,enterprise,Conference,junior,0.766,0.446,VP Sales|Conference|US,Monday,21,US,0
CEO,Healthcare,large,Referral,mid,0.906,0.519,CEO|Referral|Europe,Saturday,21,Europe,0
Founder,SaaS,medium,Referral,executive,0.822,0.547,Founder|Referral|US,Friday,22,US,0
VP Sales,SaaS,enterprise,Referral,mid,0.2,0.309,VP Sales|Referral|Europe,Friday,3,Europe,0
Founder,Healthcare,enterprise,Referral,executive,0.007,0.326,Founder|Referral|Europe,Tuesday,6,Europe,0
CEO,SaaS,enterprise,Inbound,junior,0.6,0.434,CEO|Inbound|Europe,Wednesday,0,Europe,0
VP Sales,Ecommerce,medium,Inbound,junior,0.999,0.555,VP Sales|Inbound|Asia,Saturday,3,Asia,0
HR Director,Healthcare,large,Conference,junior,0.173,0.244,HR Director|Conference|Asia,Saturday,2,Asia,0
CTO,AI,large,LinkedIn,executive,0.848,0.57,CTO|LinkedIn|Europe,Wednesday,16,Europe,0
CEO,AI,medium,Referral,mid,0.88,0.558,CEO|Referral|Asia,Monday,4,Asia,0
VP Sales,Ecommerce,enterprise,Inbound,senior,0.813,0.485,VP Sales|Inbound|Europe,Sunday,23,Europe,0
CTO,SaaS,enterprise,ColdList,junior,0.305,0.252,CTO|ColdList|Europe,Friday,8,Europe,0
Marketing Manager,AI,medium,LinkedIn,junior,0.34,0.288,Marketing Manager|LinkedIn|US,Thursday,15,US,0
HR Director,Fintech,enterprise,ColdList,executive,0.041,0.223,HR Director|ColdList|Asia,Saturday,17,Asia,0
Founder,Fintech,large,Inbound,senior,0.204,0.338,Founder|Inbound|US,Tuesday,6,US,0
HR Director,SaaS,medium,ColdList,executive,0.045,0.243,HR Director|ColdList|US,Tuesday,20,US,0
CTO,AI,small,Inbound,junior,0.317,0.327,CTO|Inbound|Asia,Sunday,9,Asia,0
Founder,AI,small,LinkedIn,mid,0.675,0.446,Founder|LinkedIn|Europe,Thursday,20,Europe,0
CEO,Healthcare,large,LinkedIn,mid,0.172,0.259,CEO|LinkedIn|Europe,Thursday,9,Europe,0
HR Director,Ecommerce,medium,ColdList,senior,0.212,0.267,HR Director|ColdList|US,Saturday,12,US,1
CTO,Healthcare,large,ColdList,mid,0.367,0.329,CTO|ColdList|Asia,Tuesday,18,Asia,0
Founder,AI,medium,Conference,executive,0.503,0.409,Founder|Conference|Asia,Tuesday,0,Asia,0
CEO,AI,enterprise,Conference,junior,0.936,0.491,CEO|Conference|US,Tuesday,17,US,0
Founder,Healthcare,small,Inbound,executive,0.674,0.504,Founder|Inbound|Asia,Wednesday,3,Asia,0
HR Director,Fintech,medium,LinkedIn,executive,0.055,0.235,HR Director|LinkedIn|US,Saturday,11,US,1
VP Sales,SaaS,large,Referral,executive,0.763,0.538,VP Sales|Referral|Europe,Wednesday,17,Europe,0
VP Sales,Fintech,small,LinkedIn,senior,0.23,0.31,VP Sales|LinkedIn|US,Tuesday,0,US,0
VP Sales,Ecommerce,enterprise,ColdList,executive,0.763,0.429,VP Sales|ColdList|US,Monday,6,US,0
VP Sales,Ecommerce,medium,Inbound,senior,0.987,0.549,VP Sales|Inbound|Europe,Sunday,22,Europe,0
CTO,AI,large,Referral,junior,0.593,0.496,CTO|Referral|US,Sunday,19,US,0
Marketing Manager,Ecommerce,small,Referral,junior,0.356,0.305,Marketing Manager|Referral|Europe,Thursday,20,Europe,0
VP Sales,SaaS,medium,Conference,senior,0.419,0.354,VP Sales|Conference|Europe,Saturday,6,Europe,0
CEO,Ecommerce,medium,Referral,mid,0.881,0.538,CEO|Referral|Europe,Saturday,6,Europe,0
HR Director,Ecommerce,enterprise,Inbound,mid,0.712,0.427,HR Director|Inbound|Europe,Friday,13,Europe,0
HR Director,Fintech,large,Referral,junior,0.669,0.408,HR Director|Referral|Asia,Thursday,0,Asia,0
CTO,Fintech,medium,LinkedIn,senior,0.281,0.387,CTO|LinkedIn|Europe,Tuesday,9,Europe,1
VP Sales,AI,small,LinkedIn,executive,0.197,0.392,VP Sales|LinkedIn|US,Thursday,20,US,0
Marketing Manager,SaaS,small,ColdList,mid,0.38,0.232,Marketing Manager|ColdList|Europe,Friday,20,Europe,0
CEO,Healthcare,medium,LinkedIn,mid,0.911,0.48,CEO|LinkedIn|Asia,Thursday,8,Asia,0
VP Sales,Ecommerce,enterprise,Inbound,executive,0.479,0.454,VP Sales|Inbound|Europe,Wednesday,12,Europe,0
Founder,Healthcare,medium,LinkedIn,junior,0.691,0.433,Founder|LinkedIn|US,Tuesday,7,US,0
HR Director,Ecommerce,medium,LinkedIn,executive,0.001,0.269,HR Director|LinkedIn|Asia,Saturday,13,Asia,0
CTO,AI,large,Inbound,junior,0.857,0.529,CTO|Inbound|Europe,Wednesday,3,Europe,0
VP Sales,SaaS,medium,Inbound,senior,0.583,0.455,VP Sales|Inbound|US,Wednesday,22,US,0
CEO,Fintech,enterprise,Inbound,senior,0.711,0.499,CEO|Inbound|US,Monday,9,US,1
CTO,AI,medium,Inbound,mid,0.158,0.322,CTO|Inbound|Asia,Wednesday,14,Asia,0
CTO,Healthcare,small,Referral,junior,0.814,0.537,CTO|Referral|Europe,Sunday,7,Europe,0
HR Director,SaaS,small,Referral,junior,0.137,0.239,HR Director|Referral|Asia,Tuesday,0,Asia,0
Marketing Manager,Ecommerce,large,LinkedIn,mid,0.593,0.318,Marketing Manager|LinkedIn|Europe,Tuesday,1,Europe,0
CEO,AI,medium,Referral,mid,0.576,0.417,CEO|Referral|Europe,Friday,21,Europe,0
HR Director,Ecommerce,enterprise,Conference,mid,0.541,0.284,HR Director|Conference|Asia,Saturday,14,Asia,0
VP Sales,Ecommerce,medium,Referral,executive,0.008,0.327,VP Sales|Referral|Europe,Friday,22,Europe,0
VP Sales,AI,small,ColdList,senior,0.686,0.419,VP Sales|ColdList|Europe,Sunday,16,Europe,0
VP Sales,Fintech,small,Conference,junior,0.309,0.31,VP Sales|Conference|Asia,Saturday,17,Asia,0
Founder,Ecommerce,enterprise,Referral,junior,0.173,0.283,Founder|Referral|US,Friday,16,US,1
Marketing Manager,Fintech,medium,Inbound,junior,1.0,0.494,Marketing Manager|Inbound|Asia,Monday,18,Asia,1
HR Director,Healthcare,enterprise,Referral,mid,0.021,0.236,HR Director|Referral|Europe,Wednesday,0,Europe,0
CTO,AI,large,Referral,mid,0.441,0.419,CTO|Referral|US,Sunday,18,US,0
CEO,Ecommerce,large,ColdList,junior,0.796,0.423,CEO|ColdList|Asia,Thursday,2,Asia,0
VP Sales,Fintech,large,LinkedIn,senior,0.982,0.539,VP Sales|LinkedIn|Asia,Monday,20,Asia,0
CEO,Healthcare,small,ColdList,executive,0.712,0.449,CEO|ColdList|US,Wednesday,2,US,0
VP Sales,AI,large,LinkedIn,senior,0.129,0.308,VP Sales|LinkedIn|US,Sunday,17,US,0
Marketing Manager,Healthcare,small,LinkedIn,executive,0.283,0.314,Marketing Manager|LinkedIn|Asia,Sunday,8,Asia,0
VP Sales,SaaS,medium,Referral,junior,0.792,0.538,VP Sales|Referral|US,Monday,1,US,0
Founder,AI,small,LinkedIn,senior,0.526,0.4,Founder|LinkedIn|US,Monday,1,US,0
HR Director,AI,medium,ColdList,executive,0.509,0.32,HR Director|ColdList|US,Friday,18,US,0
CTO,Fintech,medium,ColdList,executive,0.228,0.359,CTO|ColdList|Europe,Monday,12,Europe,0
CTO,Healthcare,medium,Conference,senior,0.871,0.551,CTO|Conference|Europe,Friday,21,Europe,0
CEO,Ecommerce,medium,ColdList,executive,0.669,0.445,CEO|ColdList|US,Thursday,23,US,0
HR Director,AI,enterprise,Referral,junior,0.99,0.527,HR Director|Referral|US,Friday,0,US,0
CTO,SaaS,large,Inbound,mid,0.311,0.341,CTO|Inbound|Asia,Sunday,2,Asia,0
